Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot
Karan Das,Telugu,4.2,1 h 25 min,2007.0,7+,"The story follows a struggling artist who must outsmart a ruthless rival to survive in the years following independence. What unfolds is a tale of courage, sacrifice, and hope."
Painted Skies,Hindi,6.5,1 h 24 min,1984.0,7+,The story follows a village farmer who must confront a dark family secret in the shadow of a rapidly changing society. Friendships are tested and loyalties are questioned throughout.
Silent Storm,Telugu,6.2,2 h 30 min,2016.0,13+,The story follows a village farmer who gets entangled in a dangerous political game against the backdrop of a festival season.
Rohan Malhotra,Tamil,5.6,2 h 3 min,2021.0,18+,The story follows a young musician who uncovers the truth behind a decades-old mystery across the sprawling countryside.
Arjun Joshi,Tamil,6.5,3 h 12 min,1998.0,18+,The story follows a small-town teacher who uncovers the truth behind a decades-old mystery in a quiet coastal village. The journey forces difficult choices with lasting consequences.
Destiny Returns,Hindi,4.9,1 h 50 min,2020.0,All,The story follows a young musician who discovers a conspiracy that threatens everyone they love across the sprawling countryside.
Anjali's Diary,Telugu,5.8,1 h 34 min,2017.0,18+,The story follows a fishing boat captain who is forced to choose between duty and family amid the chaos of a natural disaster.
Rohan Mehta,English,5.7,2 h 36 min,1985.0,All,"The story follows a talented dancer who must confront a dark family secret during a turbulent political upheaval. What unfolds is a tale of courage, sacrifice, and hope."
Blackout Begins,Hindi,4.5,3 h 7 min,2015.0,13+,The story follows a grieving widow who risks everything to save someone they love amid the chaos of a natural disaster.
Pooja Kapoor,Hindi,7.4,1 h 30 min,2020.0,7+,The story follows a college student who uncovers the truth behind a decades-old mystery in the vibrant world of the entertainment industry.
Winter Sun,Telugu,8.4,1 h 25 min,2017.0,7+,"The story follows a grieving widow who is forced to choose between duty and family in the years following independence. Along the way, unexpected alliances are formed and tested."
Maya's Secret,Kannada,6.4,2 h 42 min,1981.0,16+,The story follows a famous chef who must confront a dark family secret during a turbulent political upheaval.
Simran's Story,Hindi,6.4,1 h 39 min,2001.0,All,The story follows a retired soldier who chases a lifelong dream against all odds against the backdrop of a festival season. The journey forces difficult choices with lasting consequences.
Distant Shores,Telugu,5.8,2 h 6 min,1984.0,13+,"The story follows a school principal who tries to rebuild their life after tragedy in the vibrant world of the entertainment industry. Along the way, unexpected alliances are formed and tested."
Isha's Secret,Hindi,5.8,2 h 1 min,2016.0,All,The story follows an aspiring writer who tries to rebuild their life after tragedy in the shadow of a rapidly changing society.
Vortex,Marathi,5.3,3 h 7 min,2000.0,All,The story follows a school principal who discovers a conspiracy that threatens everyone they love. Friendships are tested and loyalties are questioned throughout.
Ananya's Journey,Telugu,6.8,1 h 36 min,1985.0,13+,"The story follows an ambitious lawyer who must outsmart a ruthless rival to survive. What unfolds is a tale of courage, sacrifice, and hope."
The Crossing,Tamil,4.9,2 h 19 min,1988.0,All,The story follows a young musician who uncovers the truth behind a decades-old mystery in a quiet coastal village. The narrative builds to an emotional and unforgettable climax.
Sanjay Joshi,Marathi,5.5,1 h 36 min,2005.0,All,The story follows an ambitious lawyer who risks everything to save someone they love against the backdrop of a festival season.
Khopa,English,5.9,1 h 34 min,1982.0,18+,The story follows a grieving widow who chases a lifelong dream against all odds in the years following independence.
Suresh's Diary,English,4.7,1 h 33 min,2007.0,18+,The story follows a school principal who discovers a conspiracy that threatens everyone they love during a turbulent political upheaval.
Warpath II,Bengali,5.8,3 h 11 min,2005.0,18+,The story follows a fishing boat captain who discovers a conspiracy that threatens everyone they love amid the chaos of a natural disaster. The journey forces difficult choices with lasting consequences.
Bloodline,Telugu,6.6,1 h 55 min,2021.0,7+,The story follows a village farmer who gets entangled in a dangerous political game across the sprawling countryside.
Distant Shores,Hindi,6.5,2 h 46 min,2024.0,16+,The story follows a struggling artist who battles personal demons while chasing redemption in the years following independence. Friendships are tested and loyalties are questioned throughout.
Remember Begins,Hindi,6.9,1 h 46 min,2023.0,18+,The story follows a college student who falls into a forbidden romance during a turbulent political upheaval.
Hippi Returns,Tamil,,2 h 53 min,1989.0,18+,The story follows a rookie police officer who must outsmart a ruthless rival to survive.
Nikhil's Promise,Telugu,6.3,2 h 9 min,2016.0,18+,The story follows a grieving widow who must confront a dark family secret across the sprawling countryside.
Guardian 3,Hindi,5.3,3 h 2 min,2015.0,All,The story follows a rookie police officer who chases a lifelong dream against all odds in a bustling metropolitan city.
Simran Iyer,Hindi,8.0,2 h 57 min,2017.0,16+,The story follows a talented dancer who battles personal demons while chasing redemption against the backdrop of a festival season. Friendships are tested and loyalties are questioned throughout.
Painted Skies,Hindi,6.2,2 h 50 min,2019.0,18+,The story follows a fishing boat captain who must outsmart a ruthless rival to survive during a turbulent political upheaval.
Uproar Begins,Punjabi,6.7,1 h 44 min,2011.0,7+,The story follows a single mother who is forced to choose between duty and family across the sprawling countryside.
Ananya's Revenge,Marathi,7.8,2 h 54 min,2020.0,13+,The story follows a famous chef who fights to protect their community from a powerful enemy in a bustling metropolitan city.
Legacy,Hindi,6.0,2 h,2022.0,13+,The story follows a wealthy businessman who discovers a conspiracy that threatens everyone they love across the sprawling countryside.
Vijay Chopra,Hindi,5.0,1 h 38 min,2015.0,16+,The story follows an undercover agent who is forced to choose between duty and family in the years following independence.
Chameleon,Hindi,6.9,3 h 4 min,2024.0,All,The story follows a talented dancer who tries to rebuild their life after tragedy in a bustling metropolitan city.
Maya's Wedding,Tamil,4.8,2 h 6 min,1994.0,7+,The story follows a rebellious teenager who fights to protect their community from a powerful enemy in the vibrant world of the entertainment industry.
Wanderer 2,Hindi,5.1,2 h 58 min,2001.0,13+,The story follows a retired soldier who struggles to reconnect with estranged family in the years following independence.
Aditya Kapoor,Hindi,6.0,2 h 59 min,2020.0,All,The story follows a small-town teacher who chases a lifelong dream against all odds amid the chaos of a natural disaster.
Sneha Reddy,Tamil,6.7,2 h 43 min,2002.0,18+,The story follows an ambitious lawyer who must confront a dark family secret in the shadow of a rapidly changing society.
Karan Reddy,Telugu,6.7,2 h 6 min,2017.0,16+,The story follows a young musician who risks everything to save someone they love amid the chaos of a natural disaster.
Ravi Das,Hindi,5.2,3 h 10 min,1990.0,7+,The story follows a struggling artist who gets entangled in a dangerous political game within the walls of a traditional joint family.
Hippi Begins,Hindi,6.0,3 h,2010.0,All,The story follows a retired soldier who sets out on a journey of self-discovery in a quiet coastal village.
Harish's Revenge,English,5.6,2 h 41 min,2006.0,16+,The story follows an undercover agent who battles personal demons while chasing redemption against the backdrop of a festival season.
Loafer,Marathi,5.7,1 h 46 min,2017.0,13+,The story follows a rookie police officer who discovers a conspiracy that threatens everyone they love in a quiet coastal village. The journey forces difficult choices with lasting consequences.
City Lights,Marathi,7.6,2 h 19 min,2004.0,18+,The story follows a small-town teacher who risks everything to save someone they love in the vibrant world of the entertainment industry.
Tara Rathore,Marathi,7.1,3 h 13 min,2010.0,13+,"The story follows a young musician who is forced to choose between duty and family in the vibrant world of the entertainment industry. What unfolds is a tale of courage, sacrifice, and hope."
Requiem,Hindi,6.4,1 h 23 min,2008.0,7+,"The story follows a college student who must confront a dark family secret across the sprawling countryside. Along the way, unexpected alliances are formed and tested."
The Wanderers,Hindi,5.1,2 h 23 min,2006.0,18+,The story follows a rookie police officer who falls into a forbidden romance in a quiet coastal village. The narrative builds to an emotional and unforgettable climax.
Neha's Journey,Hindi,6.9,1 h 17 min,1998.0,16+,The story follows a talented dancer who seeks revenge after a devastating betrayal during a turbulent political upheaval.
Sneha Nair,Hindi,6.6,1 h 17 min,1999.0,13+,The story follows a retired soldier who must confront a dark family secret. The journey forces difficult choices with lasting consequences.
Whisper,English,6.4,2 h 50 min,2007.0,7+,The story follows a small-town teacher who chases a lifelong dream against all odds within the walls of a traditional joint family.
The Inheritance,Telugu,5.5,2 h 51 min,2020.0,16+,The story follows a struggling artist who must outsmart a ruthless rival to survive in a quiet coastal village.
Sanctuary,Kannada,5.7,2 h 52 min,2011.0,13+,The story follows a talented dancer who chases a lifelong dream against all odds across the sprawling countryside.
Guardian Returns,Tamil,6.0,2 h 19 min,2008.0,16+,The story follows a struggling artist who uncovers the truth behind a decades-old mystery during a turbulent political upheaval.
Wildfire,Punjabi,6.6,2 h 13 min,2014.0,18+,The story follows a small-town teacher who seeks revenge after a devastating betrayal across the sprawling countryside.
Legacy,English,5.5,2 h 7 min,2023.0,18+,The story follows a retired soldier who must outsmart a ruthless rival to survive within the walls of a traditional joint family.
Endless Night,Hindi,7.9,2 h 42 min,1979.0,18+,The story follows a fishing boat captain who must outsmart a ruthless rival to survive in the vibrant world of the entertainment industry.
Whisper,Telugu,5.6,1 h 55 min,2009.0,16+,The story follows a fishing boat captain who discovers a conspiracy that threatens everyone they love across the sprawling countryside.
The Confession,English,7.3,2 h 1 min,2022.0,18+,The story follows a school principal who is forced to choose between duty and family during a turbulent political upheaval.
Remember Begins,Tamil,7.0,1 h 55 min,2020.0,18+,The story follows a young musician who falls into a forbidden romance in a bustling metropolitan city.
Chameleon,Hindi,6.0,1 h 50 min,1993.0,16+,The story follows a village farmer who tries to rebuild their life after tragedy.
Nikhil Chopra,Telugu,8.3,2 h 12 min,2017.0,18+,The story follows a fishing boat captain who must outsmart a ruthless rival to survive in the vibrant world of the entertainment industry.
Simran's Dream,Telugu,5.5,1 h 32 min,2024.0,18+,The story follows a small-town teacher who chases a lifelong dream against all odds in a bustling metropolitan city.
The Inheritance,Telugu,8.1,1 h 54 min,2008.0,18+,"The story follows an ambitious lawyer who uncovers the truth behind a decades-old mystery against the backdrop of a festival season. Along the way, unexpected alliances are formed and tested."
Odyssey Begins,Tamil,6.6,3 h 9 min,2023.0,All,The story follows a young musician who chases a lifelong dream against all odds in the years following independence.
Serenade 2,Tamil,5.9,1 h 31 min,2018.0,7+,The story follows a talented dancer who must confront a dark family secret in the years following independence.
Serenade 2,Hindi,,1 h 30 min,2008.0,13+,The story follows a young musician who is forced to choose between duty and family during a turbulent political upheaval. Friendships are tested and loyalties are questioned throughout.
Zenith,English,9.1,2 h 55 min,2017.0,13+,The story follows a struggling artist who seeks revenge after a devastating betrayal in the vibrant world of the entertainment industry.
Vijay's Promise,Telugu,6.9,2 h 51 min,1995.0,18+,The story follows a college student who uncovers the truth behind a decades-old mystery during a turbulent political upheaval.
Tempest,English,4.8,2 h 49 min,2008.0,13+,The story follows a struggling artist who seeks revenge after a devastating betrayal in the vibrant world of the entertainment industry.
Distant Shores,Tamil,5.8,3 h 14 min,2015.0,All,The story follows an aspiring writer who gets entangled in a dangerous political game in the years following independence. The journey forces difficult choices with lasting consequences.
Firestorm,Bengali,6.2,2 h 59 min,2003.0,13+,"The story follows an ambitious lawyer who falls into a forbidden romance within the walls of a traditional joint family. Along the way, unexpected alliances are formed and tested."
Blackout 2,Hindi,6.3,2 h 48 min,2020.0,13+,The story follows a rebellious teenager who uncovers the truth behind a decades-old mystery.
Zenith,English,5.4,1 h 55 min,1986.0,16+,"The story follows a struggling artist who is forced to choose between duty and family in a quiet coastal village. What unfolds is a tale of courage, sacrifice, and hope."
Meera Iyer,Hindi,7.6,1 h 18 min,2003.0,13+,The story follows a wealthy businessman who chases a lifelong dream against all odds in the vibrant world of the entertainment industry.
Silent Storm,Malayalam,5.4,1 h 31 min,1992.0,18+,The story follows a grieving widow who seeks revenge after a devastating betrayal against the backdrop of a festival season.
Renegade Begins,Gujarati,6.4,2 h 26 min,1998.0,All,The story follows a famous chef who discovers a conspiracy that threatens everyone they love in a quiet coastal village.
Requiem,English,4.3,2 h 28 min,2016.0,7+,The story follows a struggling artist who gets entangled in a dangerous political game in a quiet coastal village.
Karan Malhotra,English,7.3,1 h 34 min,2004.0,All,The story follows a school principal who tries to rebuild their life after tragedy in a bustling metropolitan city.
Simran Naidu,Tamil,5.4,1 h 54 min,2024.0,All,"The story follows a rookie police officer who falls into a forbidden romance during a turbulent political upheaval. What unfolds is a tale of courage, sacrifice, and hope."
Kavya's Secret,Tamil,8.0,2 h 35 min,2001.0,16+,The story follows an aspiring writer who fights to protect their community from a powerful enemy in a bustling metropolitan city. Friendships are tested and loyalties are questioned throughout.
Priya Das,Telugu,5.7,2 h 29 min,2015.0,18+,"The story follows a small-time con artist who uncovers the truth behind a decades-old mystery during a turbulent political upheaval. What unfolds is a tale of courage, sacrifice, and hope."
Painted Skies,Hindi,5.0,1 h 47 min,1999.0,18+,The story follows a fishing boat captain who gets entangled in a dangerous political game in the years following independence.
Broken Roads,English,6.5,1 h 21 min,1981.0,All,The story follows a fishing boat captain who fights to protect their community from a powerful enemy across the sprawling countryside.
Solace Reloaded,English,5.8,2 h 1 min,2019.0,13+,"The story follows a fishing boat captain who is forced to choose between duty and family across the sprawling countryside. What unfolds is a tale of courage, sacrifice, and hope."
Bombshell Reloaded,Hindi,5.4,3 h 8 min,2020.0,All,"The story follows a single mother who risks everything to save someone they love amid the chaos of a natural disaster. What unfolds is a tale of courage, sacrifice, and hope."
The Reunion,English,5.0,2 h 33 min,2020.0,18+,The story follows a struggling artist who risks everything to save someone they love.
Bombshell Returns,Tamil,6.9,1 h 32 min,2002.0,18+,"The story follows an ambitious lawyer who chases a lifelong dream against all odds within the walls of a traditional joint family. Along the way, unexpected alliances are formed and tested."
Blackout 3,Hindi,7.1,2 h 43 min,2018.0,7+,"The story follows a school principal who fights to protect their community from a powerful enemy across the sprawling countryside. What unfolds is a tale of courage, sacrifice, and hope."
Fading Memories,Tamil,4.7,2 h 42 min,2022.0,13+,The story follows a talented dancer who struggles to reconnect with estranged family in the years following independence.
Karan Menon,Telugu,5.4,3 h 2 min,2007.0,13+,The story follows an ambitious lawyer who falls into a forbidden romance within the walls of a traditional joint family.
Guardian,Telugu,7.5,2 h 48 min,2021.0,18+,The story follows a small-time con artist who chases a lifelong dream against all odds in a quiet coastal village.
Winter Sun,Bengali,7.1,1 h 41 min,2004.0,16+,The story follows a struggling artist who sets out on a journey of self-discovery in the vibrant world of the entertainment industry. Friendships are tested and loyalties are questioned throughout.
Sanjay Sharma,Malayalam,6.4,1 h 20 min,1998.0,18+,The story follows an undercover agent who must outsmart a ruthless rival to survive amid the chaos of a natural disaster. The journey forces difficult choices with lasting consequences.
Rahul's Revenge,Tamil,7.3,3 h 15 min,1990.0,18+,The story follows a struggling artist who fights to protect their community from a powerful enemy in the shadow of a rapidly changing society. Friendships are tested and loyalties are questioned throughout.
Deepa Bose,Tamil,6.1,3 h 14 min,2009.0,16+,The story follows a struggling artist who sets out on a journey of self-discovery in the vibrant world of the entertainment industry.
Ananya Malhotra,Telugu,6.1,1 h 44 min,2019.0,18+,The story follows a small-time con artist who is forced to choose between duty and family against the backdrop of a festival season.
Rohan's Diary,Malayalam,8.7,1 h 25 min,2019.0,7+,The story follows a small-town teacher who must confront a dark family secret against the backdrop of a festival season. Friendships are tested and loyalties are questioned throughout.
Ashes 2,Hindi,4.4,2 h 44 min,2009.0,18+,The story follows a fishing boat captain who must outsmart a ruthless rival to survive in the vibrant world of the entertainment industry.
Rohan Das,Hindi,4.4,2 h 15 min,1997.0,18+,The story follows a village farmer who falls into a forbidden romance in a bustling metropolitan city.
Rohan's Story,Tamil,5.6,2 h 1 min,1982.0,16+,The story follows a wealthy businessman who sets out on a journey of self-discovery within the walls of a traditional joint family.
City Lights,Gujarati,5.1,1 h 39 min,2021.0,7+,The story follows a retired soldier who chases a lifelong dream against all odds in the years following independence.
Ashes,Telugu,7.2,2 h 36 min,2020.0,16+,The story follows an aspiring writer who falls into a forbidden romance in the vibrant world of the entertainment industry.
Rambo,Telugu,5.7,1 h 37 min,1978.0,16+,The story follows a talented dancer who discovers a conspiracy that threatens everyone they love against the backdrop of a festival season.
Sanctuary,Tamil,6.2,2 h 31 min,2024.0,16+,The story follows a fishing boat captain who gets entangled in a dangerous political game in a bustling metropolitan city. The journey forces difficult choices with lasting consequences.
Rebirth,Kannada,7.0,3 h 9 min,2013.0,16+,The story follows a village farmer who discovers a conspiracy that threatens everyone they love within the walls of a traditional joint family. The narrative builds to an emotional and unforgettable climax.
Shadows,Hindi,,3 h 14 min,2010.0,13+,The story follows a famous chef who risks everything to save someone they love in a bustling metropolitan city.
Ravi Singh,English,6.6,1 h 43 min,2023.0,All,The story follows an aspiring writer who must outsmart a ruthless rival to survive across the sprawling countryside.
Suresh Das,English,5.4,1 h 58 min,2023.0,All,"The story follows an undercover agent who struggles to reconnect with estranged family in a quiet coastal village. Along the way, unexpected alliances are formed and tested."
Rekha Singh,Hindi,5.5,2 h 5 min,1989.0,All,The story follows a famous chef who tries to rebuild their life after tragedy in a quiet coastal village.
Inferno,Malayalam,6.8,1 h 54 min,2018.0,18+,"The story follows a corporate executive who seeks revenge after a devastating betrayal. Along the way, unexpected alliances are formed and tested."
Maya Joshi,Hindi,5.1,3 h 13 min,1999.0,18+,The story follows a fishing boat captain who battles personal demons while chasing redemption in the years following independence. Friendships are tested and loyalties are questioned throughout.
Firestorm 2,English,7.4,2 h 26 min,2015.0,16+,The story follows a fishing boat captain who fights to protect their community from a powerful enemy amid the chaos of a natural disaster.
Legacy Reloaded,Hindi,7.8,3 h 14 min,2006.0,16+,The story follows a famous chef who seeks revenge after a devastating betrayal in a quiet coastal village.
Kavya's Promise,Tamil,6.8,1 h 42 min,2006.0,All,"The story follows a single mother who seeks revenge after a devastating betrayal in the shadow of a rapidly changing society. Along the way, unexpected alliances are formed and tested."
Legacy II,Telugu,8.8,1 h 48 min,2024.0,18+,"The story follows a small-time con artist who fights to protect their community from a powerful enemy in a bustling metropolitan city. Along the way, unexpected alliances are formed and tested."
Priya Das,Telugu,6.3,1 h 59 min,1984.0,13+,The story follows a small-time con artist who tries to rebuild their life after tragedy in the vibrant world of the entertainment industry.
Final Chapter,Marathi,6.5,2 h 54 min,2018.0,18+,The story follows a single mother who sets out on a journey of self-discovery during a turbulent political upheaval.
Khandani 3,English,6.6,1 h 38 min,2024.0,All,The story follows a wealthy businessman who must confront a dark family secret in a bustling metropolitan city.
Amit Mehta,Marathi,5.4,1 h 33 min,2016.0,All,The story follows a rebellious teenager who gets entangled in a dangerous political game in a bustling metropolitan city. The narrative builds to an emotional and unforgettable climax.
Vortex,Bengali,5.8,1 h 42 min,2004.0,16+,The story follows a rookie police officer who must confront a dark family secret during a turbulent political upheaval.
Ravi Chopra,Kannada,6.0,2 h 20 min,2001.0,16+,The story follows a corporate executive who seeks revenge after a devastating betrayal in the shadow of a rapidly changing society.
Simran's Promise,Marathi,5.8,2 h 59 min,2024.0,16+,"The story follows a small-town teacher who gets entangled in a dangerous political game in a bustling metropolitan city. What unfolds is a tale of courage, sacrifice, and hope."
Khopa II,Malayalam,3.0,2 h 55 min,1998.0,13+,The story follows a talented dancer who seeks revenge after a devastating betrayal in the years following independence. The narrative builds to an emotional and unforgettable climax.
Remember Begins,Malayalam,7.5,3 h 10 min,2003.0,13+,The story follows a small-time con artist who gets entangled in a dangerous political game against the backdrop of a festival season.
Raj Das,Telugu,7.2,1 h 47 min,2024.0,18+,The story follows a famous chef who gets entangled in a dangerous political game in a quiet coastal village.
Nikhil Pandey,Malayalam,4.7,1 h 50 min,1992.0,13+,The story follows a wealthy businessman who must outsmart a ruthless rival to survive in a quiet coastal village. The narrative builds to an emotional and unforgettable climax.
Suresh's Promise,Hindi,6.2,1 h 25 min,2013.0,All,The story follows a wealthy businessman who struggles to reconnect with estranged family in the shadow of a rapidly changing society.
Raj's Dream,Hindi,7.7,1 h 18 min,1976.0,16+,The story follows an ambitious lawyer who is forced to choose between duty and family against the backdrop of a festival season.
Inferno,Telugu,6.2,2 h 8 min,2006.0,18+,The story follows a retired soldier who tries to rebuild their life after tragedy. Friendships are tested and loyalties are questioned throughout.
Reckoning 2,English,8.2,2 h 30 min,2020.0,13+,The story follows an ambitious lawyer who gets entangled in a dangerous political game.
Divya Singh,Telugu,6.7,2 h 12 min,2017.0,13+,The story follows a village farmer who risks everything to save someone they love within the walls of a traditional joint family.
Crimson II,Tamil,4.7,2 h 26 min,2002.0,All,The story follows an undercover agent who risks everything to save someone they love. Friendships are tested and loyalties are questioned throughout.
Karan Bose,Bengali,5.7,2 h 34 min,2010.0,13+,The story follows a struggling artist who struggles to reconnect with estranged family across the sprawling countryside.
Fading Memories,English,7.0,1 h 33 min,1992.0,13+,The story follows a corporate executive who tries to rebuild their life after tragedy in a bustling metropolitan city.
Ananya's Promise,Malayalam,4.4,1 h 50 min,1979.0,13+,The story follows a talented dancer who falls into a forbidden romance in the years following independence.
Shadows Reloaded,Hindi,6.0,3 h 5 min,1986.0,7+,The story follows a rookie police officer who discovers a conspiracy that threatens everyone they love across the sprawling countryside.
Harish's Revenge,Hindi,,1 h 25 min,1987.0,All,"The story follows an aspiring writer who seeks revenge after a devastating betrayal. What unfolds is a tale of courage, sacrifice, and hope."
Suresh Pandey,English,6.1,1 h 52 min,2002.0,13+,The story follows an ambitious lawyer who tries to rebuild their life after tragedy in a quiet coastal village. Friendships are tested and loyalties are questioned throughout.
Amit's Wedding,English,6.8,2 h 21 min,1995.0,All,The story follows a small-time con artist who struggles to reconnect with estranged family across the sprawling countryside. The narrative builds to an emotional and unforgettable climax.
Remember Begins,Hindi,5.4,2 h 34 min,2006.0,18+,The story follows a rookie police officer who uncovers the truth behind a decades-old mystery across the sprawling countryside.
Divya's Diary,Telugu,7.0,2 h 38 min,2010.0,All,The story follows a rebellious teenager who battles personal demons while chasing redemption in a bustling metropolitan city.
Rekha's Story,Malayalam,5.5,2 h 9 min,2023.0,7+,The story follows a talented dancer who gets entangled in a dangerous political game against the backdrop of a festival season.
Requiem Reloaded,English,6.7,3 h 5 min,2002.0,All,The story follows a fishing boat captain who sets out on a journey of self-discovery during a turbulent political upheaval.
Isha's Journey,Hindi,8.5,2 h 59 min,2020.0,18+,The story follows a school principal who uncovers the truth behind a decades-old mystery in a bustling metropolitan city.
Karan's Dream,Kannada,8.7,2 h 39 min,2006.0,All,The story follows a struggling artist who discovers a conspiracy that threatens everyone they love amid the chaos of a natural disaster.
Priya's Wedding,Marathi,4.8,2 h 59 min,2024.0,7+,"The story follows a single mother who falls into a forbidden romance in a bustling metropolitan city. What unfolds is a tale of courage, sacrifice, and hope."
Nightfall 3,Telugu,7.7,1 h 42 min,2024.0,13+,The story follows an aspiring writer who falls into a forbidden romance in the years following independence. The journey forces difficult choices with lasting consequences.
Wanderer II,Hindi,6.5,1 h 21 min,2014.0,7+,The story follows a school principal who uncovers the truth behind a decades-old mystery across the sprawling countryside.
Requiem,Hindi,6.2,1 h 33 min,2021.0,13+,"The story follows a rookie police officer who uncovers the truth behind a decades-old mystery amid the chaos of a natural disaster. What unfolds is a tale of courage, sacrifice, and hope."
Arjun Naidu,Hindi,7.5,3 h 4 min,2011.0,18+,"The story follows a fishing boat captain who struggles to reconnect with estranged family within the walls of a traditional joint family. What unfolds is a tale of courage, sacrifice, and hope."
Arjun Menon,Bengali,5.8,1 h 18 min,2022.0,All,The story follows a talented dancer who discovers a conspiracy that threatens everyone they love.
The Inheritance,English,6.8,3 h 6 min,2008.0,16+,"The story follows a wealthy businessman who sets out on a journey of self-discovery in the vibrant world of the entertainment industry. What unfolds is a tale of courage, sacrifice, and hope."
Crimson 2,English,6.1,2 h 15 min,2023.0,7+,"The story follows a grieving widow who fights to protect their community from a powerful enemy in a quiet coastal village. Along the way, unexpected alliances are formed and tested."
Shattered Glass,English,6.9,1 h 42 min,2019.0,13+,"The story follows a struggling artist who struggles to reconnect with estranged family in the years following independence. Along the way, unexpected alliances are formed and tested."
Last Stand,English,5.8,1 h 27 min,1994.0,7+,The story follows a wealthy businessman who must outsmart a ruthless rival to survive during a turbulent political upheaval.
Ashes Returns,Telugu,7.9,1 h 57 min,2008.0,18+,The story follows a small-time con artist who sets out on a journey of self-discovery during a turbulent political upheaval. The narrative builds to an emotional and unforgettable climax.
Wanderer,Telugu,6.0,1 h 20 min,1995.0,18+,The story follows a school principal who discovers a conspiracy that threatens everyone they love against the backdrop of a festival season.
Rekha Chopra,Tamil,5.7,1 h 26 min,2023.0,18+,The story follows a retired soldier who uncovers the truth behind a decades-old mystery in a quiet coastal village.
Open Skies,Hindi,7.8,2 h 5 min,2020.0,16+,"The story follows an undercover agent who struggles to reconnect with estranged family in a quiet coastal village. What unfolds is a tale of courage, sacrifice, and hope."
Rohan Joshi,Hindi,6.2,3 h,1991.0,18+,The story follows a famous chef who struggles to reconnect with estranged family in a quiet coastal village. The journey forces difficult choices with lasting consequences.
Catalyst,Hindi,7.1,1 h 36 min,2022.0,18+,The story follows a rebellious teenager who chases a lifelong dream against all odds across the sprawling countryside. The journey forces difficult choices with lasting consequences.
Mayhem 2,Kannada,7.2,2 h 24 min,2000.0,13+,"The story follows a small-town teacher who struggles to reconnect with estranged family during a turbulent political upheaval. What unfolds is a tale of courage, sacrifice, and hope."
Broken Roads,Hindi,5.5,3 h 10 min,1983.0,13+,The story follows a struggling artist who tries to rebuild their life after tragedy across the sprawling countryside.
Genesis Returns,Bengali,6.1,2 h 7 min,1988.0,All,"The story follows a grieving widow who sets out on a journey of self-discovery. What unfolds is a tale of courage, sacrifice, and hope."
Tara Pillai,Telugu,7.3,2 h 46 min,1999.0,13+,"The story follows a famous chef who risks everything to save someone they love across the sprawling countryside. Along the way, unexpected alliances are formed and tested."
Sneha Pillai,Malayalam,5.0,1 h 55 min,2024.0,18+,The story follows an aspiring writer who tries to rebuild their life after tragedy in a quiet coastal village.
Crimson Reloaded,Telugu,6.6,2 h 59 min,2011.0,18+,The story follows a famous chef who tries to rebuild their life after tragedy in the vibrant world of the entertainment industry. The journey forces difficult choices with lasting consequences.
New Beginnings,Malayalam,5.3,1 h 49 min,2009.0,16+,The story follows a retired soldier who must confront a dark family secret in the shadow of a rapidly changing society. The journey forces difficult choices with lasting consequences.
Ravi Rao,English,5.8,2 h 30 min,2013.0,18+,The story follows a rookie police officer who sets out on a journey of self-discovery. Friendships are tested and loyalties are questioned throughout.
Nightfall 2,Hindi,7.2,1 h 22 min,1993.0,18+,The story follows a small-town teacher who fights to protect their community from a powerful enemy in a quiet coastal village. Friendships are tested and loyalties are questioned throughout.
Open Skies,Tamil,5.9,1 h 17 min,2013.0,7+,The story follows a struggling artist who seeks revenge after a devastating betrayal. The journey forces difficult choices with lasting consequences.
The Reunion,Telugu,6.0,3 h 15 min,2023.0,13+,The story follows a struggling artist who fights to protect their community from a powerful enemy in the years following independence. Friendships are tested and loyalties are questioned throughout.
Tara's Secret,Hindi,4.7,2 h 24 min,2007.0,18+,The story follows a grieving widow who uncovers the truth behind a decades-old mystery within the walls of a traditional joint family.
Arjun's Journey,Punjabi,6.8,2 h 10 min,2024.0,13+,"The story follows a grieving widow who chases a lifelong dream against all odds across the sprawling countryside. Along the way, unexpected alliances are formed and tested."
Manoj's Wedding,Hindi,7.1,1 h 35 min,2021.0,16+,The story follows a young musician who fights to protect their community from a powerful enemy amid the chaos of a natural disaster. The journey forces difficult choices with lasting consequences.
Tara Pillai,Hindi,6.7,2 h 51 min,2020.0,7+,The story follows a struggling artist who tries to rebuild their life after tragedy within the walls of a traditional joint family.
Turning Point,Hindi,7.3,2 h 46 min,2020.0,13+,The story follows a corporate executive who risks everything to save someone they love in the shadow of a rapidly changing society.
Blackout Begins,Telugu,6.9,1 h 45 min,1997.0,7+,"The story follows a famous chef who gets entangled in a dangerous political game in the vibrant world of the entertainment industry. What unfolds is a tale of courage, sacrifice, and hope."
Solace,Tamil,7.8,1 h 26 min,2010.0,18+,The story follows an aspiring writer who gets entangled in a dangerous political game against the backdrop of a festival season.
Rahul's Promise,Bengali,7.7,2 h 32 min,2021.0,7+,The story follows a young musician who uncovers the truth behind a decades-old mystery during a turbulent political upheaval.
Divya's Story,Tamil,8.9,2 h 45 min,2001.0,18+,The story follows a wealthy businessman who must outsmart a ruthless rival to survive in the years following independence. The narrative builds to an emotional and unforgettable climax.
